Xkm,Zkm,v,alpha,d22,T
0.9898501114661924,0.019208290794462384,-1.1246832947722447,-1.6669234444480967,5.0130875429742635e-09,0.5897179437750264
0.9898375341446181,0.019078827460296228,-1.1286499390032207,-1.667641508115669,4.5077721081617554e-09,0.5893258034565282
0.9898248650155598,0.018949373078059446,-1.1326569955058992,-1.6683507346657112,5.987088532557647e-09,0.5889364891821176
0.9898121052744077,0.018819927595646463,-1.13670515431102,-1.6690507829591916,9.766213796586283e-09,0.5885500561737004
0.989799256124504,0.01869049095764099,-1.1407951220493096,-1.6697419624725676,5.927738064847244e-09,0.5881665608818525
0.989786318694459,0.01856106311359178,-1.1449276232009873,-1.6704236611492371,4.922525640260237e-10,0.587786066639874
0.989773294286002,0.018431643993305227,-1.1491033984139172,-1.6710956627295603,2.12408722730619e-09,0.5874086266906848
0.9897601840671676,0.018302233537493065,-1.1533232078194111,-1.6717587708387318,8.781281910027987e-09,0.5870343053444598
0.9897469893546207,0.018172831669375902,-1.1575878290629567,-1.6724120631709372,7.438425214165218e-09,0.5866631584404692
0.9897337112547631,0.018043438331156483,-1.1618980611949452,-1.6730568483122603,8.141717029930917e-09,0.5862952587006509
0.9897203508710555,0.017914053463190454,-1.1662547234329608,-1.6736920171971743,7.523550687261337e-09,0.5859306815168912
0.9897069096750677,0.017784676965472302,-1.1706586523124936,-1.6743165536589737,7.528195609433882e-09,0.585569477700735
0.9896933889114027,0.01765530875894026,-1.1751107079011451,-1.6749325004439408,8.87714192811227e-09,0.5852117164534534
0.9896797896047206,0.01752594878534269,-1.1796117745359227,-1.6755392151739028,6.890217395272065e-09,0.5848574857978515
0.9896661131879051,0.017396596941387954,-1.1841627555633665,-1.6761356816693505,3.107945883489198e-09,0.5845068459190119
0.9896523606833444,0.017267253164847635,-1.1887645819209636,-1.6767232067172186,1.3864491780748498e-08,0.58415989017012
0.9896385336315426,0.017137917336285453,-1.193418204024636,-1.677299574059386,1.4145875716649837e-08,0.5838166754580522
0.98962463323766,0.017008589369621994,-1.1981246007955275,-1.6778670164953609,5.220127261596585e-09,0.5834772864537549
0.9896106606768956,0.016879269179948884,-1.2028847776393492,-1.6784250477659166,1.32211704588464e-08,0.5831418131742326
0.989596617260976,0.01674995666554787,-1.207699765696568,-1.6789733906226372,1.1187791841816147e-09,0.5828103379388847
0.9895825042126211,0.016620651732240886,-1.212570625012111,-1.6795118246499419,5.547461396294589e-09,0.5824829530690453
0.989568322926537,0.016491354264994214,-1.217498442909478,-1.6800396507001776,9.894396897926215e-09,0.582159740322128
